year,state_district,party,candidate,vote_pct
2004,Florida7,republican,John L. Mica,1.0
2004,Florida8,republican,Ric Keller,0.6052253360274092
2004,Florida9,republican,Michael Bilirakis,0.9991452029351551
2004,Florida10,republican,C. W. Bill Young,0.6932801932852128
2004,Florida11,democrat,Jim Davis,0.8581490149050702
2004,Florida12,republican,Adam H. Putnam,0.6488925259533112
2004,Florida13,republican,Katherine Harris,0.5530080885384308
2004,Florida14,republican,Connie Mack,0.6759290736996547
2004,Florida15,republican,Dave Weldon,0.6535290718985108
2004,Florida16,republican,Mark Foley,0.6804172848079291
2004,Florida17,democrat,Kendrick B. Meek,0.9959091314428393
2004,Florida18,republican,Ileana Ros-Lehtinen,0.6472684834721171
2004,Florida19,democrat,Robert Wexler,1.0
2004,Florida20,democrat,Debbie Wasserman Schultz,0.7018699891339462
2004,Florida21,republican,Lincoln Diaz-Balart,0.7280104152691025
2004,Florida22,republican,"E. Clay Shaw, Jr.",0.6278600444696569
2004,Florida23,democrat,Alcee L. Hastings,1.0
2004,Florida24,republican,Tom Feeney,1.0
2004,Florida25,republican,Mario Diaz-Balart,1.0
2004,Georgia1,republican,Jack Kingston,1.0
2004,Georgia2,democrat,"Sanford D. Bishop, Jr.",0.6678552528143288
2004,Georgia3,democrat,Jim Marshall,0.628832345829411
2004,Georgia4,democrat,Cynthia McKinney,0.6375713649431105
2004,Georgia5,democrat,John Lewis,1.0
2004,Georgia6,republican,Tom Price,0.999712277528875
2004,Georgia7,republican,John Linder,1.0
2004,Georgia8,republican,Lynn Westmoreland,0.7555021317855198
2004,Georgia9,republican,Charlie Norwood,0.7429439306727343
2004,Georgia10,republican,Nathan Deal,1.0
2004,Georgia11,republican,Phil Gingrey,0.5739584472649284
2004,Georgia12,democrat,John Barrow,0.5181144805837703
2004,Georgia13,democrat,David Scott,1.0
2004,Hawaii1,democrat,Neil Abercrombie,0.6296717128430167
2004,Hawaii2,democrat,Ed Case,0.6277019996327493
2004,Idaho1,republican,"C. L. """"Butch"""" Otter",0.69547773025798
2004,Idaho2,republican,Michael K. Simpson,0.7073697126392708
2004,Illinois1,democrat,Bobby L. Rush,0.848609116259717
2004,Illinois2,democrat,"Jesse L. Jackson, Jr.",0.8849163202217247
2004,Illinois3,democrat,Daniel William Lipinski,0.7263737410635078
2004,Illinois4,democrat,Luis V. Gutierrez,0.8371370123539659
2004,Illinois5,democrat,Rahm Emanuel,0.7617948348001732
2004,Illinois6,republican,Henry J. Hyde,0.558291382943418
2004,Illinois7,democrat,Danny K. Davis,0.8613244733890066
2004,Illinois8,democrat,Melissa Bean,0.5169956322833801
2004,Illinois9,democrat,Janice D. Schakowsky,0.7574292294861656
2004,Illinois10,republican,Mark Steven Kirk,0.6414381791833357
2004,Illinois11,republican,Jerry Weller,0.5867134526715487
2004,Illinois12,democrat,Jerry F. Costello,0.6946148340810306
2004,Illinois13,republican,Judy Biggert,0.6502244479618049
2004,Illinois14,republican,J. Dennis Hastert,0.6862912237471706
2004,Illinois15,republican,Timothy V. Johnson,0.6105251611885967
2004,Illinois16,republican,Donald A. Manzullo,0.6908243916621029
2004,Illinois17,democrat,Lane Evans,0.6067605633802817
2004,Illinois18,republican,Ray LaHood,0.7023748760545523
2004,Illinois19,republican,John Shimkus,0.6935766878740812
2004,Indiana1,democrat,Peter J. Visclosky,0.6828571866005266
2004,Indiana2,republican,Chris Chocola,0.5417130959495672
2004,Indiana3,republican,Mark E. Souder,0.6921424273385537
2004,Indiana4,republican,Steve Buyer,0.6947099250007296
2004,Indiana5,republican,Dan Burton,0.7184189117453975
2004,Indiana6,republican,Mike Pence,0.6709416318383821
2004,Indiana7,democrat,Julia Carson,0.5435331018259214
2004,Indiana8,republican,John N. Hostettler,0.5336794022978393
2004,Indiana9,republican,Mike Sodrel,0.4945810580501548
2004,Iowa1,republican,Jim Nussle,0.5515972887807098
2004,Iowa2,republican,James A. Leach,0.5891803748820366
2004,Iowa3,democrat,Leonard L. Boswell,0.5520752894166976
2004,Iowa4,republican,Tom Latham,0.6092564338667724
2004,Iowa5,republican,Steve King,0.6329592514858772
2004,Kansas1,republican,Jerry Moran,0.9072355302637602
2004,Kansas2,republican,Jim Ryun,0.5614972353924113
2004,Kansas3,democrat,Dennis Moore,0.5481936861669332
2004,Kansas4,republican,Todd Kinard,0.6610961571502205
2004,Kentucky1,republican,Ed Whitfield,0.6732239935421425
2004,Kentucky2,republican,Ron Lewis,0.6791511434945545
2004,Kentucky3,republican,Anne M. Northup,0.6025707442237486
2004,Kentucky4,republican,Geoff Davis,0.5439922683634816
2004,Kentucky5,republican,Harold Rogers,1.0
2004,Kentucky6,democrat,Ben Chandler,0.5860462473723084
2004,Louisiana1,republican,"""""Bobby"""" Jindal",0.7839887181874073
2004,Louisiana2,democrat,William J. Jefferson,0.7900932119650103
2004,Louisiana3,democrat,"""""Charlie"""" Melancon",0.5024814003994662
2004,Louisiana4,republican,Jim McCrery,1.0
2004,Louisiana5,republican,Rodney Alexander,0.5943744565377199
2004,Louisiana6,republican,Richard H. Baker,0.7221396958020995
2004,Louisiana7,republican,"Charles Boustany, Jr.",0.5496074180411918
2004,Maine1,democrat,Thomas H. Allen,0.597363254621803
2004,Maine2,democrat,Michael H. Michaud,0.5803206419827858
2004,Maryland1,republican,Wayne T. Gilchrest,0.7589258902671963
2004,Maryland2,democrat,C. A. Dutch Ruppersberger,0.6668164211906699
2004,Maryland3,democrat,Benjamin L. Cardin,0.6344448355048803
2004,Maryland4,democrat,Albert Russell Wynn,0.7523078510896115
2004,Maryland5,democrat,Steny H. Hoyer,0.687175685693106
2004,Maryland6,republican,Roscoe G. Bartlett,0.6745355277112219
2004,Maryland7,democrat,Elijah E. Cummings,0.7343269758788286
2004,Maryland8,democrat,Chris Van Hollen,0.7490642311723312
2004,Massachusetts1,democrat,John W. Olver,0.7772993956803339
2004,Massachusetts2,democrat,Richard E. Neal,0.7561789829472229
2004,Massachusetts3,democrat,James P. McGovern,0.6714639365585533
2004,Massachusetts4,democrat,Barney Frank,0.7313957095632507
2004,Massachusetts5,democrat,Martin T. Meehan,0.6409047126395776
2004,Massachusetts6,democrat,John F. Tierney,0.6634569957977969
2004,Massachusetts7,democrat,Edward J. Markey,0.69270364526827
2004,Massachusetts8,democrat,Michael E. Capuano,0.7685449490268768
2004,Massachusetts9,democrat,Stephen F. Lynch,0.7325317467245975
2004,Massachusetts10,democrat,William D. Delahunt,0.6329881564016445
2004,Michigan1,democrat,Bart Stupak,0.6556803461078364
2004,Michigan2,republican,Peter Hoekstra,0.6933524099629237
2004,Michigan3,republican,Vernon J. Ehlers,0.665827390617287
2004,Michigan4,republican,Dave Camp,0.6436455080207196
2004,Michigan5,democrat,Dale E. Kildee,0.6716777180839908
2004,Michigan6,republican,Fred Upton,0.6533833292515836
2004,Michigan7,republican,Joe Schwarz,0.5836488287440078
2004,Michigan8,republican,Mike Rogers,0.6102983909314517
2004,Michigan9,republican,Joe Knollenberg,0.5845381001704817
2004,Michigan10,republican,Candice S. Miller,0.6861764315932841
2004,Michigan11,republican,Thaddeus G. McCotter,0.5697490342770525
2004,Michigan12,democrat,Sander M. Levin,0.6932043112575378
2004,Michigan13,democrat,Carolyn C. Kilpatrick,0.7816055654308066
2004,Michigan14,democrat,"John Conyers, Jr.",0.8393471600282819
2004,Michigan15,democrat,John D. Dingell,0.7092053266139114
2004,Minnesota1,republican,Gil Gutknecht,0.5959852494175372
2004,Minnesota2,republican,John Kline,0.5637814425665059
2004,Minnesota3,republican,Jim Ramstad,0.6460745851119557
2004,Minnesota4,democratic-farmer-labor,Betty McCollum,0.5748111402809337
2004,Minnesota5,democratic-farmer-labor,Martin Olav Sabo,0.6967013899963639
2004,Minnesota6,republican,Mark R. Kennedy,0.5399152758042967
2004,Minnesota7,democratic-farmer-labor,Collin C. Peterson,0.6606949089439536
2004,Minnesota8,democratic-farmer-labor,James L. Oberstar,0.6522028172550451
2004,Mississippi1,republican,Roger F. Wicker,0.7901319960804657
2004,Mississippi2,democrat,Bennie G. Thompson,0.5837829266543083
2004,Mississippi3,republican,"Charles W. """"Chip"""" Pickering",0.8006122003763192
2004,Mississippi4,democrat,Gene Taylor,0.6419063991269054
2004,Missouri1,democrat,Wm. Lacy Clay,0.7529240126721899
2004,Missouri2,republican,W. Todd Akin,0.6537484244012725
2004,Missouri3,democrat,Russ Carnahan,0.5285553908375192
2004,Missouri4,democrat,Ike Skelton,0.6619805291680834
2004,Missouri5,democrat,Emanuel Cleaver II,0.5519221909393397
2004,Missouri6,republican,Sam Graves,0.638339478001007
2004,Missouri7,republican,Roy Blunt,0.704481816200265
2004,Missouri8,republican,Jo Ann Emerson,0.7221103713655191
2004,Missouri9,republican,Kenny C. Hulshof,0.6459540419506624
2004,Montana0,republican,Dennis R. Rehberg,0.6439817211804696
2004,Nebraska1,republican,Jeff Fortenberry,0.54232812217058
2004,Nebraska2,republican,Lee Terry,0.6110087922999311
2004,Nebraska3,republican,Tom Osborne,0.8745282566283942
2004,Nevada1,democrat,Shelley Berkley,0.6598085320792745
2004,Nevada2,republican,Jim Gibbons,0.6715221640860385
2004,Nevada3,republican,Jon Porter,0.5445793809034701
2004,New Hampshire1,republican,Jeb Bradley,0.6334376507551674
2004,New Hampshire2,republican,Charles F. Bass,0.5825456894397826
2004,New Jersey1,democrat,Robert E. Andrews,0.7500400815799972
2004,New Jersey2,republican,Frank A. LoBiondo,0.6509105567317908
2004,New Jersey3,republican,Jim Saxton,0.6343868782822102
2004,New Jersey4,republican,Christopher H. Smith,0.6700364802314703
2004,New Jersey5,republican,Scott Garrett,0.5756745397999495
2004,New Jersey6,democrat,"Frank Pallone, Jr.",0.669043367180677
2004,New Jersey7,republican,Mike Ferguson,0.5688252806571348
2004,New Jersey8,democrat,"Bill Pascrell, Jr.",0.6946394296682205
2004,New Jersey9,democrat,Steven R. Rothman,0.6753171083601925
2004,New Jersey10,democrat,Donald M. Payne,0.9687890836460025
2004,New Jersey11,republican,Rodney P. Frelinghuysen,0.6787623056600969
2004,New Jersey12,democrat,Rush D. Holt,0.5924771813585934
2004,New Jersey13,democrat,Robert Menendez,0.7585385574867902
2004,New Mexico1,republican,Heather Wilson,0.543998818774109
2004,New Mexico2,republican,Stevan Pearce,0.6019558097698233
2004,New Mexico3,democrat,Tom Udall,0.6867799877744863
2004,New York1,democrat,Timothy H. Bishop,0.4487046368078072
2004,New York2,democrat,Steve Israel,0.5192500352758572
2004,New York3,republican,Peter T. King,0.4786809015421115
2004,New York4,democrat,Carolyn McCarthy,0.5223175060626296
2004,New York5,democrat,Gary L. Ackerman,0.5526090261604683
2004,New York6,democrat,Gregory W. Meeks,0.6765194072135685
2004,New York7,democrat,Joseph Crowley,0.565685368437662
2004,New York8,democrat,Jerrold Nadler,0.6123504867872045
2004,New York9,democrat,Anthony D. Weiner,0.5360291867020804
2004,New York10,democrat,Edolphus Towns,0.6672010489600033
2004,New York11,democrat,Major R. Owens,0.6641439015577126
2004,New York12,democrat,Nydia M. Velazquez,0.6146659809971594
2004,New York13,republican,Vito Fossella,0.4713875949425182
2004,New York14,democrat,Carolyn B. Maloney,0.641818984611904
2004,New York15,democrat,Charles B. Rangel,0.7003357608138769
2004,New York16,democrat,Jose E. Serrano,0.7206105736448762
2004,New York17,democrat,Eliot L. Engel,0.5877851655295513
2004,New York18,democrat,Nita M. Lowey,0.5481177747532002
2004,New York19,republican,Sue W. Kelly,0.49571125376141467
2004,New York20,republican,John E. Sweeney,0.5038962240868707
2004,New York21,democrat,Michael R. McNulty,0.5362990373700514
2004,New York22,democrat,Maurice D. Hinchey,0.5170058559295201
2004,New York23,republican,John M. McHugh,0.5140220065506468
2004,New York24,republican,Sherwood Boehlert,0.44820116782821623
2004,New York25,republican,James T. Walsh,0.491208686843105
2004,New York26,republican,Thomas M. Reynolds,0.4280085959885387
2004,New York27,democrat,Brian M. Higgins,0.424649398229557
2004,New York28,democrat,Louise McIntosh Slaughter,0.5736824040881703
2004,New York29,republican,John Randy Kuhl,0.44722775835593165
2004,North Carolina1,democrat,G. K. Butterfield,0.6397908678982224
2004,North Carolina2,democrat,Bob Etheridge,0.6229507492807763
2004,North Carolina3,republican,Walter B. Jones,0.7069932946645275
2004,North Carolina4,democrat,David E. Price,0.6409764351450621
2004,North Carolina5,republican,Virginia Foxx,0.5882584255855514
2004,North Carolina6,republican,Howard Coble,0.7314992084562959
2004,North Carolina7,democrat,Mike McIntyre,0.7318737675784895
2004,North Carolina8,republican,Robert C. (Robin) Hayes,0.5554445288247598
2004,North Carolina9,republican,Sue Wilkins Myrick,0.7023735342434714
2004,North Carolina10,republican,Patrick McHenry,0.6414997744974951
2004,North Carolina11,republican,Charles H. Taylor,0.5490225062479159
2004,North Carolina12,democrat,Melvin L. Watt,0.6682657049429264
2004,North Carolina13,democrat,Brad Miller,0.5878896829920638
2004,North Dakota0,democrat,Earl Pomeroy,0.5956295404968888
2004,Ohio1,republican,Steve Chabot,0.5983171360263296
2004,Ohio2,republican,Rob Portman,0.7169528980931936
2004,Ohio3,republican,Michael R. Turner,0.622880740548971
2004,Ohio4,republican,Michael G. Oxley,0.5860308369274826
2004,Ohio5,republican,Paul E. Gillmor,0.6704590784337123
2004,Ohio6,democrat,Ted Strickland,0.9993526410014867
2004,Ohio7,republican,David L. Hobson,0.6496024739596937
2004,Ohio8,republican,John A. Boehner,0.6900793501431998
2004,Ohio9,democrat,Marcy Kaptur,0.6812593812680153
2004,Ohio10,democrat,Dennis J. Kucinich,0.6002743617954681
2004,Ohio11,democrat,Stephanie Tubbs Jones,1.0
2004,Ohio12,republican,Patrick J. Tiberi,0.6195747649869489
2004,Ohio13,democrat,Sherrod Brown,0.6742973692861983
2004,Ohio14,republican,Steven C. LaTourette,0.627483927982425
2004,Ohio15,republican,Deborah Pryce,0.600212662425433
2004,Ohio16,republican,Ralph Regula,0.6654729088155185
2004,Ohio17,democrat,Tim Ryan,0.7719346612447446
2004,Ohio18,republican,Robert W. Ney,0.661649653528053
2004,Oklahoma1,republican,John Sullivan,0.6018801417664199
2004,Oklahoma2,democrat,Dan Boren,0.6589039487491836
2004,Oklahoma3,republican,Frank D. Lucas,0.8221461788189874
2004,Oklahoma4,republican,Tom Cole,0.7777287046518717
2004,Oklahoma5,republican,Ernest J. Istook,0.6605552280989496
2004,Oregon1,democrat,David Wu,0.5750752106745537
2004,Oregon2,republican,Greg Walden,0.7163046141870757
2004,Oregon3,democrat,Earl Blumenauer,0.7085612880886426
2004,Oregon4,democrat,Peter A. DeFazio,0.6097773059595796
2004,Oregon5,democrat,Darlene Hooley,0.5286470995383744
2004,Pennsylvania1,democrat,Robert A. Brady,0.8627310577870748
2004,Pennsylvania2,democrat,Chaka Fattah,0.8803665731460139
2004,Pennsylvania3,republican,Phil English,0.6007992382711063
2004,Pennsylvania4,republican,Melissa A. Hart,0.630806657260965
2004,Pennsylvania5,republican,John E. Peterson,0.8802369791547804
2004,Pennsylvania6,republican,Jim Gerlach,0.5101344150163047
2004,Pennsylvania7,republican,Curt Weldon,0.5875639335539433
2004,Pennsylvania8,republican,Michael G. Fitzpatrick,0.553120773763524
2004,Pennsylvania9,republican,Bill Shuster,0.6952664395885435
2004,Pennsylvania10,republican,Don Sherwood,0.9283993964366548
2004,Pennsylvania11,democrat,Paul E. Kanjorski,0.9442488910467195
2004,Pennsylvania12,democrat,John P. Murtha,1.0
2004,Pennsylvania13,democrat,Allyson Schwartz,0.5574476509457231
2004,Pennsylvania14,democrat,Michael F. Doyle,1.0
2004,Pennsylvania15,republican,Charles W. Dent,0.5861012454745924
2004,Pennsylvania16,republican,Joseph R. Pitts,0.6436054805660026
2004,Pennsylvania17,democrat,Tim Holden,0.5908851007245036
2004,Pennsylvania18,republican,Tim Murphy,0.627609303741667
2004,Pennsylvania19,republican,Todd Russell Platts,0.9150530000734413
2004,Rhode Island1,democrat,Patrick J. Kennedy,0.6405979180554844
2004,Rhode Island2,democrat,James R. Langevin,0.7452610238215915
2004,South Carolina1,republican,Henry E. Brown,0.8781958287016975
2004,South Carolina2,republican,Joe Wilson,0.6498088398184871
2004,South Carolina3,republican,J. Gresham Barrett,0.9950676826441804
2004,South Carolina4,republican,Bob Inglis,0.697705788007125
2004,South Carolina5,democrat,"John M. Spratt, Jr.",0.6303325938693211
2004,South Carolina6,democrat,James E. Clyburn,0.6698410860566764
2004,South Dakota0,democrat,Stephanie Herseth,0.5336433288485832
2004,Tennessee1,republican,William L. Jenkins,0.7387523548552835
2004,Tennessee2,republican,John J. Duncan,0.7906664028608278
2004,Tennessee3,republican,Zach Wamp,0.647430602097913
2004,Tennessee4,democrat,Lincoln Davis,0.5480355913016632
2004,Tennessee5,democrat,Jim Cooper,0.6926050261720015
2004,Tennessee6,democrat,Bart Gordon,0.6424444256873413
2004,Tennessee7,republican,Marsha Blackburn,1.0
2004,Tennessee8,democrat,John S. Tanner,0.7433541553387251
2004,Tennessee9,democrat,"Harold E. Ford, Jr.",0.8203724740954939
2004,Texas1,republican,Louie Gohmert,0.6147307118787352
2004,Texas2,republican,Ted Poe,0.5552773788079576
2004,Texas3,republican,Sam Johnson,0.8561791663497376
2004,Texas4,republican,Ralph M. Hall,0.6824835225533884
2004,Texas5,republican,Jeb Hensarling,0.6446576707314432
2004,Texas6,republican,Joe Barton,0.6602080374921272
2004,Texas7,republican,John Abney Culberson,0.6411085652893649
2004,Texas8,republican,Kevin Brady,0.6891009408045183
2004,Texas9,democrat,Al Green,0.7218571446590063
2004,Texas10,republican,Michael T. McCaul,0.7861795953255656
2004,Texas11,republican,Mike Conaway,0.7675699312052715
2004,Texas12,republican,Kay Granger,0.723150397849193
2004,Texas13,republican,Mac Thornberry,0.9230514370910295
2004,Texas14,republican,Ron Paul,1.0
2004,Texas15,democrat,Ruben Hinojosa,0.5776037220933168
2004,Texas16,democrat,Silvestre Reyes,0.6753434967314164
2004,Texas17,democrat,Chet Edwards,0.5119919263895926
2004,Texas18,democrat,Sheila Jackson-Lee,0.8890762674196669
2004,Texas19,republican,Randy Neugebauer,0.5843718149661262
2004,Texas20,democrat,Charles A. Gonzalez,0.6546995413378035
2004,Texas21,republican,Lamar S. Smith,0.6149584162711547
