Total population,Male,Female,White alone,Black or African American alone,American Indian & Alaska Native alone,Asian alone,Native Hawaiian & Other Pacific Islander alone,Some other race alone, Two or more races,Hispanic or Latino (any race),Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Total enrolled in school,Total not enrolled in school,Total enrolled in public school,Total enrolled in private school,Males for population,"Males 12th grade, no diploma",Males Highschool diploma,Males Bachelor's degree,Females for population,"Females 12th grade, no diploma",Females Highschool diploma,Females Bachelor's degree,Total pop over 5,Speak only English,Males for population poverty,Males unemployed,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Household population,"$200,000 or more","Less than $10,000",Population for veterans,Veteran,Population for employment,"Agriculture, forestry, fishing and hunting, and mining","Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services",NAME,state,congressional district,year
724219,356677,367542,465988,12063,1097,163538,3061,48854,29618,135014,90293,40560,541600,0.4349,1761,38.5,40654,30976,430060,164666,217651,482842,177544,40107,233477,3122,28578,75896,252257,3846,34139,77406,684057,429938,569272,2925,98131900,28619049800,180683,24821,7103,555054,35250,364508,823,35225,56909,"Congressional District 45 (113th Congress), California",06,45,2012
717993,358894,359099,432443,11873,3390,81014,2765,168628,17880,476646,52114,18370,354400,0.4285,1289,30.6,21045,82149,338457,185745,216401,468463,192412,23989,210706,8867,51904,25845,215802,8029,50590,25017,,,530630,5598,230161700,12127387000,113464,3445,5483,519796,18097,325901,2269,18372,43327,"Congressional District 46 (113th Congress), California",06,46,2012
722624,354629,367995,405090,53021,4137,151862,3906,56964,47644,249929,55150,26415,424500,0.4653,1163,36.5,25126,70279,330290,166075,211195,485971,189468,21727,227619,7802,43526,46647,245832,6248,45050,48002,677971,359732,564827,7731,236931100,18273899500,151808,8614,8522,549571,34971,332352,1561,21683,36246,"Congressional District 47 (113th Congress), California",06,47,2012
717809,355708,362101,494190,7515,1670,124928,1958,58548,29000,152185,77155,42180,600100,0.4882,1602,40.3,35344,38236,452261,140454,181312,513233,147648,33664,247289,6496,39189,72387,259660,6420,41442,70350,678124,447337,585751,4194,105507900,29381837300,198933,27274,7002,570590,35318,358676,1261,36897,55008,"Congressional District 48 (113th Congress), California",06,48,2012
714647,361223,353424,549135,17398,6021,45915,2469,63847,29862,194062,68842,35033,503100,0.4821,1469,36.8,30759,62331,470632,161562,180442,506343,150635,29807,232638,2937,38778,57334,240242,3240,38064,57023,,,529338,2549,178182000,23896296700,207226,22798,15807,517547,46246,304565,3590,23715,50118,"Congressional District 49 (113th Congress), California",06,49,2012
721337,350726,370611,581165,19694,7367,36975,1470,45259,29407,205010,55876,25621,336900,0.4511,1173,36.5,26801,93195,484511,179302,200981,492401,175786,25195,223388,4346,47748,39674,244457,5517,54268,41274,,,549095,5188,263672200,17677655200,204026,8524,14579,529672,55151,307583,7265,17853,37772,"Congressional District 50 (113th Congress), California",06,50,2012
738513,377005,361508,481102,51201,4934,67359,2104,104511,27302,506364,40503,15659,217400,0.4451,959,30.8,19001,108206,354214,193243,223125,481421,208615,14510,216458,9404,58904,17842,220209,7640,51278,20958,,,523814,8955,332146300,10254947700,134458,1543,11961,520913,35251,267382,6172,11342,27878,"Congressional District 51 (113th Congress), California",06,51,2012
704272,353384,350888,488857,21617,6301,140963,2166,12411,31957,96243,81275,41856,535200,0.4503,1532,36.3,38051,36655,436617,128942,190871,490592,153026,37845,242605,2595,27685,76636,244789,2403,32923,79376,665041,475374,558879,3013,62018800,28173095200,204895,21761,8835,551208,54030,358513,1057,28568,65589,"Congressional District 52 (113th Congress), California",06,52,2012
725892,367843,358049,476957,61336,5688,91713,8117,39482,42599,242609,58067,28032,361400,0.4308,1207,34.2,30214,55387,414159,148076,205628,494698,175478,30150,239151,4877,49461,53490,243887,4500,48589,56695,681452,427591,568307,4707,138154000,19263526100,184749,7727,8417,557753,64416,343947,1387,23814,43762,"Congressional District 53 (113th Congress), California",06,53,2012
750153,374549,375604,581901,67616,6497,24849,464,42868,25958,212510,52135,33844,253600,0.5035,884,34.5,30613,82519,490179,156758,182009,536213,147743,34266,258252,3449,48735,72263,260867,2235,45626,71885,,,591168,6834,211198900,24679109700,258872,17929,18214,587033,43142,398425,4468,35215,68644,"Congressional District 1 (113th Congress), Colorado",08,01,2012
743592,370870,372722,672359,5465,2414,21858,769,18730,21997,73053,65866,36209,311900,0.4624,1080,37.5,30921,74273,582030,146510,220645,502296,189199,31446,245941,1450,37962,77961,248701,2601,37288,76443,,,592250,4591,89041300,26312082400,276832,19004,14854,592279,48719,401183,9463,24265,64333,"Congressional District 2 (113th Congress), Colorado",08,02,2012
720338,363772,356566,630284,8121,15133,4475,774,43001,18550,175749,46653,25396,196300,0.4496,813,39.6,24498,89662,527747,155991,176945,517342,157798,19147,246197,4207,68071,43377,242950,3469,61977,47429,,,559297,4965,185162000,17735245600,258177,7146,17741,556708,61729,335871,18466,17913,29765,"Congressional District 3 (113th Congress), Colorado",08,03,2012
738491,373685,364806,655012,11974,5840,12457,264,35185,17759,160834,60737,29377,226300,0.4526,903,36.3,28842,70384,571613,188078,206397,501797,182824,23573,237351,4140,59555,49478,237767,3479,54710,53598,,,545621,3614,160147100,21103360700,243570,14050,13718,542743,53409,355740,19835,22298,40118,"Congressional District 4 (113th Congress), Colorado",08,04,2012
740514,376137,364377,614930,44790,5288,17473,1385,23595,33053,109989,53773,27406,212800,0.4376,883,35.3,26840,68367,525041,171339,206637,505710,178693,27944,239361,2763,56765,48522,242139,2868,56560,51375,,,533663,3332,154264400,19491343500,238881,9204,13271,531551,98276,320006,4479,20120,40078,"Congressional District 5 (113th Congress), Colorado",08,05,2012
748467,370570,377897,570255,71290,5001,41644,1319,29088,29870,150540,64264,31658,243900,0.4394,1020,35.6,32281,48500,516314,190572,211373,506440,180938,30435,236789,4418,47022,62404,251001,2811,50384,62927,696180,527789,564179,4916,128373000,22945261700,219877,15602,9843,547253,50451,371830,5399,31709,52150,"Congressional District 6 (113th Congress), Colorado",08,06,2012
746027,371787,374240,651932,9036,7776,24326,333,27098,25526,206067,57660,28207,215700,0.4216,962,36.1,30298,75759,565513,167033,191040,525146,163318,27722,243614,5238,65237,50448,253724,4249,62308,50359,,,575788,3822,167964900,20413003100,254876,10216,13667,566189,50898,376139,5323,22529,51695,"Congressional District 7 (113th Congress), Colorado",08,07,2012
723908,351752,372156,526395,109162,3073,34638,1759,27768,21113,109534,63674,33299,232700,0.4588,940,40.8,32127,43330,470932,151076,190077,511300,154602,35475,238158,3965,68253,46711,264516,3362,71813,49717,683973,517600,570229,6377,170677000,23239781700,218592,14957,12266,566023,43670,357783,642,40048,37260,"Congressional District 1 (113th Congress), Connecticut",09,01,2012
709756,354364,355392,623903,26331,2099,24053,76,14599,18695,51948,69811,33706,245300,0.4241,952,41.3,31773,40881,556598,139822,186838,504485,160605,26233,236003,3491,76684,43749,248487,3741,71189,46707,677178,597863,542408,2887,82728700,23289495000,242682,14451,8498,557638,59071,353871,3014,22556,30818,"Congressional District 2 (113th Congress), Connecticut",09,02,2012
712314,341163,371151,535449,94536,3034,29485,111,34301,15398,94807,60275,31843,248700,0.4564,1076,40.3,30626,42451,475821,139408,189686,502161,137062,52624,230569,4538,73451,45244,263412,4044,74645,47889,677247,539206,562408,4904,164644000,21924795600,218588,12571,10965,568131,39719,356112,762,25905,32141,"Congressional District 3 (113th Congress), Connecticut",09,03,2012
728616,354519,374097,538426,88687,2025,37324,62,45289,16803,135186,82174,51806,472500,0.5606,1288,39.3,36496,35526,495276,178830,204018,498099,152382,51636,230290,3398,47216,63462,255673,2512,55892,69781,682749,479431,552921,4269,120012600,36948625500,200243,46575,9008,543151,30267,343663,826,46930,56523,"Congressional District 4 (113th Congress), Connecticut",09,04,2012
715753,348008,367745,580799,47634,1396,22330,253,41466,21875,119172,63859,33521,262500,0.4679,934,40.4,30751,54114,516626,155024,184338,508964,155104,29234,233860,3946,68915,44885,257010,3166,74149,45295,676130,507880,561101,4946,140870700,23312663700,230203,17775,12598,554329,43368,348733,1760,26441,37163,"Congressional District 5 (113th Congress), Connecticut",09,05,2012
917092,444691,472401,639294,196950,2868,30632,144,23251,23953,78813,58415,28705,226900,0.4356,960,39.2,28405,62583,560259,191503,236066,646470,190763,45303,293017,5462,95699,51580,325595,4280,99205,60341,860907,749512,709544,3988,180303500,25339376800,251901,11803,11647,709551,76387,427114,5014,42302,43894,"Congressional District (at Large) (113th Congress), Delaware",10,00,2012
632323,299036,333287,250657,313224,2258,21858,54,28401,15871,62726,66583,45307,460700,0.5343,1235,33.7,38014,19083,217231,101051,159737,448745,92054,67683,205675,3170,36037,47768,233856,4624,45044,53136,593321,494887,498785,6081,170751900,27242083100,119050,25756,4771,519476,31288,326957,208,16628,70682,"Delegate District (at Large) (113th Congress), District of Columbia",11,98,2012
721000,362317,358683,557371,94731,2661,19215,555,13963,32504,42088,49728,25199,146300,0.4362,924,38.4,25342,69144,466766,146657,176069,516864,150313,25756,239820,3300,67293,40188,247171,3682,70400,40745,,,536912,6594,190112900,17310700600,224017,5685,13222,540356,95044,306374,3773,21699,31566,"Congressional District 1 (113th Congress), Florida",12,01,2012
707654,356274,351380,488507,175825,2638,13515,103,9391,17675,40448,42502,22126,146200,0.4634,846,36.6,22224,75855,389528,130996,207044,478890,183876,23168,234763,2771,68255,35301,227180,3747,62484,39552,,,535712,8066,190387100,15005572100,194099,5878,16132,566220,69333,309471,4721,17137,36014,"Congressional District 2 (113th Congress), Florida",12,02,2012
702872,351715,351157,554499,93929,1817,21298,281,11127,19921,59862,41825,22363,128000,0.4789,808,38.2,21618,94517,435457,135689,198216,482801,173417,24799,228996,3720,73125,30558,232592,3317,64943,35174,,,536565,6591,207690300,14755599200,209216,5990,17454,557078,74786,283754,7542,15842,28909,"Congressional District 3 (113th Congress), Florida",12,03,2012
706401,347834,358567,548004,92713,2311,29547,501,8740,24585,58517,51944,27797,153300,0.4591,982,37.5,27033,59318,476231,141034,173158,506525,137713,35445,234576,4715,67940,46573,250483,3612,71730,50125,,,552351,5977,173226500,18534725800,215018,6868,11830,544519,76679,325398,1220,36733,40931,"Congressional District 4 (113th Congress), Florida",12,04,2012
710781,342028,368753,276079,371149,1389,15395,621,22470,23678,86933,31116,16274,93900,0.4562,814,34.2,18620,61979,207871,167868,198936,482636,169245,29691,208271,6378,77954,22172,241646,5944,79269,26445,,,537225,11372,339224700,10403036400,104976,949,8920,529010,45042,284611,1866,19976,27406,"Congressional District 5 (113th Congress), Florida",12,05,2012
711266,343667,367599,592847,75473,1681,12672,262,14421,13910,48625,43705,27045,156100,0.4979,879,46.4,22462,79373,503708,129851,164028,528459,132764,31264,244530,5726,74228,47208,270094,6728,82763,47042,,,579497,5119,178774500,18404511500,245452,11267,17888,573156,76108,278543,3063,25291,30382,"Congressional District 6 (113th Congress), Florida",12,06,2012
720817,353866,366951,590909,64553,2473,26213,343,19769,16557,146362,51597,26859,156500,0.4770,1016,37.7,25570,75044,499120,146959,210772,487619,171787,38985,228289,4887,61509,48076,251012,4195,67119,53423,,,565063,6619,136698300,18089587800,216146,9632,13863,567177,53410,335138,1018,31590,52571,"Congressional District 7 (113th Congress), Florida",12,07,2012
703604,343338,360266,588973,70002,1146,14086,2519,10976,15902,67800,45110,26941,128400,0.4799,850,46.9,23328,76092,505942,125496,151801,530878,128048,23753,244599,6003,65685,42155,269392,4529,82576,44674,,,577736,7563,171199300,18036808600,247151,8022,16372,568654,81461,281200,2545,14723,34504,"Congressional District 8 (113th Congress), Florida",12,08,2012
734323,367333,366990,553383,86932,1952,37044,0,36230,18782,340921,43243,19661,122800,0.4184,1002,34.7,21658,94744,454219,174575,209493,496393,179295,30198,231001,6243,70593,37156,239564,6360,72993,39774,,,567430,5518,251331200,13398099000,188575,3084,13396,553446,42363,336453,1381,17521,41204,"Congressional District 9 (113th Congress), Florida",12,09,2012
721521,350230,371291,557334,86059,1162,24680,362,31759,20165,123578,46657,25740,146800,0.4622,971,40.1,25212,68852,482368,147660,173669,523835,138584,35085,243660,4397,70410,45109,263570,3954,83271,49050,,,577567,6431,180314200,17643883800,226214,8534,13465,567439,60993,324793,3106,19266,43363,"Congressional District 10 (113th Congress), Florida",12,10,2012
705020,342384,362636,614056,61572,3200,8963,126,4440,12663,62047,38693,22136,121300,0.4412,814,52.1,20863,94096,505087,106083,126126,562003,108548,17578,258472,5933,89741,32552,281584,6542,107313,30543,,,582878,8013,213065200,14858524100,264817,4302,21306,586740,94790,221043,2297,13463,18862,"Congressional District 11 (113th Congress), Florida",12,11,2012
695511,334294,361217,615889,30817,2828,18937,1373,6048,19619,82478,47611,27519,135700,0.4637,934,45.2,25975,66365,541668,133576,151374,523095,127649,23725,239114,4630,74151,45589,267645,5146,86043,46491,662801,560360,563698,5519,134518700,18239624500,249876,9187,13822,555262,66758,286210,1535,27241,39121,"Congressional District 12 (113th Congress), Florida",12,12,2012
701546,337675,363871,611070,40748,2844,24352,324,4574,17634,65418,44591,29031,137600,0.4715,891,47.0,26192,67602,534857,113835,136085,545304,110944,25141,251521,5613,77735,49255,280741,5803,90720,48636,668816,567140,586160,7118,163782000,19589500300,282094,9790,18249,581440,73449,316108,1460,30458,44352,"Congressional District 13 (113th Congress), Florida",12,13,2012
739489,366155,373334,472627,191275,2636,21473,126,32284,19068,218834,38737,23844,118800,0.5143,865,35.1,22230,92952,370442,158304,193968,517625,164244,29724,235939,5930,74298,38652,256651,5804,74632,43436,,,577133,11606,285943100,16660733200,190663,8500,16792,567239,46054,335977,1638,32050,46247,"Congressional District 14 (113th Congress), Florida",12,14,2012
702728,338034,364694,544054,93523,2624,21495,293,19662,21077,119507,48547,24797,128900,0.4529,902,37.8,26128,72848,461994,154261,195467,485698,163766,31701,219678,5374,69405,39517,241638,3061,74210,44742,,,548529,8297,176562400,16594249100,203382,8600,11530,537719,52276,310900,5387,25464,34649,"Congressional District 15 (113th Congress), Florida",12,15,2012
714190,342020,372170,631393,47533,2875,12127,187,10002,10073,82529,47750,30306,159700,0.4858,937,50.3,25272,77408,546049,119659,134250,559881,114245,20005,254503,5112,70967,46732,286708,5122,91518,49759,,,596525,5005,145482500,20703950800,275512,12041,15198,588364,85912,287729,3151,21132,37246,"Congressional District 16 (113th Congress), Florida",12,16,2012
711198,352903,358295,607161,64607,2215,8734,361,14296,13824,119630,42472,21536,112100,0.4308,801,46.7,21782,93681,499881,136783,143454,544975,126416,17038,250484,5311,82860,31158,261031,5261,92152,29652,,,560468,6388,218028500,14538325600,238004,4318,18262,565859,80637,243493,14252,14621,25146,"Congressional District 17 (113th Congress), Florida",12,17,2012
710837,344555,366282,575821,85758,1546,14987,359,20182,12184,105991,50368,31662,166800,0.5019,1036,46.0,26142,63402,507960,133228,153050,538680,126534,26516,246833,4453,61880,51516,274331,5460,76036,47619,,,584124,5160,167931700,21609401500,243255,15567,12447,573099,67320,299012,2786,23258,40918,"Congressional District 18 (113th Congress), Florida",12,18,2012
722151,353448,368703,621818,55405,1944,12205,10,18427,12342,126009,49466,31745,169300,0.5115,933,48.7,25478,74467,539371,124850,141302,562199,120830,20472,260362,5466,72841,48804,280216,5737,84347,47729,,,598297,6477,159623400,21568760500,256052,16083,14319,590725,71500,280472,1999,22509,35098,"Congressional District 19 (113th Congress), Florida",12,19,2012
730502,356100,374402,284808,390158,1611,17170,115,20613,16027,142439,36598,18122,97900,0.4449,973,36.4,20427,46257,230653,159295,189179,508663,163025,26154,234578,7180,81404,24801,250407,6532,84495,30999,,,561832,12066,306446800,11827449900,115096,2008,9393,558603,30498,325379,5698,20999,42558,"Congressional District 20 (113th Congress), Florida",12,20,2012
717852,345141,372711,570569,87517,986,24146,112,17263,17259,150261,55368,30946,187900,0.4801,1231,44.0,26942,55304,513484,145952,179353,518259,143320,36033,237310,6226,53058,57118,272352,4678,77692,58488,681661,466536,586419,4798,140694200,21060412000,228864,11594,12503,566822,52102,317977,871,27557,46752,"Congressional District 21 (113th Congress), Florida",12,21,2012
702250,349626,352624,571528,79447,747,14390,1654,16618,17866,152462,51905,35534,204900,0.5103,1153,44.4,27378,72331,491784,117987,147447,532922,109567,37880,260768,5526,57442,59544,264682,4741,65340,58310,667139,460477,583175,6332,138255900,23799421500,260848,19139,16871,577430,45949,334111,4006,30105,57772,"Congressional District 22 (113th Congress), Florida",12,22,2012
729345,353053,376292,552890,81430,2438,27354,572,41782,22879,277766,51139,31971,214900,0.5122,1176,41.1,26894,66742,482820,147141,182685,522671,137780,44905,244427,4636,60271,53949,274724,4588,67803,59803,689161,352887,589963,5277,161410300,22135871700,224518,16382,17464,577753,33292,347897,594,30885,47286,"Congressional District 23 (113th Congress), Florida",12,23,2012
